[H] | 이커머스-디지털가전 | 1. 와 노트북 배송 진짜 빠르다 주문하고 열흘밖에 안 걸렸네요
[H] | 공공-시청구청 | 28. 구청 앱이 리뉴얼됐는데 메뉴가 다 바뀌었어요 찾기 게임 새 시즌이 시작됐네요
[H] | 공공-시청구청 | 29. 보도블록 파손 신고했더니 관리 부서가 따로 있대요 전화번호 알려주시는데 또 연결이 안 돼요 릴레이네요
[H] | 공공-시청구청 | 30. 증명서 발급 수수료가 1000원인데 카드 결제 안 되고 현금만 된대요 2024년에 현금만 받으시다니 레트로시네요
[H] | 공공-시청구청 | 31. 주차 위반 과태료 이의 신청 기간이 60일인데 고지서가 50일째 되던 날 왔어요 10일 주시다니 넉넉하시네요
[H] | 공공-시청구청 | 32. 건축물대장 발급하러 왔는데 열람만 되고 발급은 안 된대요 보기만 하고 가져가지는 마세요 박물관인가요
[H] | 공공-시청구청 | 33. 무인민원발급기가 고장났는데 수리 일정이 미정이래요 유인 창구 가래요 무인의 존재 의미가 뭔가요
[H] | 공공-시청구청 | 34. 구청 문의 전화가 점심시간에 안 된대요 구청도 밥을 드셔야죠 시민은 밥 먹으면서 전화하면 안 되나요
[H] | 공공-시청구청 | 35. 아동수당 신청했는데 서류 보완하래요 뭘 보완하라는 건지 안 적혀있어요 추리해보라는 건가요
[H] | 공공-시청구청 | 36. 구청 주차장 정기권 신청하려는데 대기가 200명이래요 차 팔고 다시 오라는 뜻이겠죠
[H] | 공공-시청구청 | 37. 하수구 냄새 민원 넣었더니 환경과 소관이래요 환경과에 전화하니까 하수과 소관이래요 핑퐁 대회네요
[H] | 공공-시청구청 | 38. 주민센터가 리모델링 중이래요 3개월간 옆 동네 주민센터 이용하래요 옆 동네가 차로 20분인데요
[H] | 공공-시청구청 | 39. 어린이집 입소 대기가 300번째래요 아이가 초등학교 갈 때쯤 순서 오겠네요
[H] | 공공-시청구청 | 40. 전입신고 처리가 3일 걸린대요 이미 이사했는데 서류상으로는 아직 전 집에 사는 거네요
[H] | 공공-시청구청 | 41. 민원 처리 현황 조회가 안 돼요 전화하니까 시스템 점검 중이래요 점검이 민원보다 우선이신 거네요
[H] | 공공-시청구청 | 42. 구청장과의 대화 신청했는데 3개월 뒤래요 3개월이면 이미 해결됐거나 포기했거나 둘 중 하나인데
[H] | 공공-시청구청 | 43. 재개발 관련 문의했더니 담당자가 자리에 안 계시대요 언제 계시냐니까 모르겠대요 투명인간이신가요
[H] | 공공-시청구청 | 44. 노인 일자리 신청했는데 접수 기간이 이틀이래요 이틀 안에 안 보면 기회는 없는 거네요
[H] | 공공-시청구청 | 45. 반려동물 등록하러 왔는데 구비서류가 예방접종증명서 마이크로칩확인서 신분증 사진이래요 강아지한테도 신분증 있으면 편할텐데
[H] | 공공-시청구청 | 46. 공원 벤치가 부서져서 신고했는데 예산 편성이 내년이래요 1년 동안 부서진 벤치 옆에서 서 있으라는 거죠
[H] | 공공-시청구청 | 47. 구청 화장실이 공사 중이래요 2층 화장실 쓰래요 민원 보러 왔는데 화장실 투어까지 하네요
[H] | 공공-시청구청 | 48. 가로등 고장 신고했는데 접수됐대요 2주 뒤에 아직 그대로예요 접수는 됐는데 처리는 별개인가 봐요
[H] | 공공-시청구청 | 49. 교통 신호 개선 민원 넣었더니 "교통영향평가 후 검토"래요 평가에 6개월이면 그동안 사고는 누가 책임지나요
[H] | 공공-시청구청 | 50. 국민신문고에 민원 넣었더니 구청으로 이관됐어요 구청에서는 국민신문고에 넣으래요 공 돌리기 대회네요
[H] | 공공-세무서 | 51. 종합소득세 신고가 간편해졌대요 네 홈택스 로그인만 5번 실패하면 간편한 거 맞죠
[H] | 공공-세무서 | 52. 세금은 걷을 때는 빠르고 돌려줄 때는 신중하시네요 환급이 3개월이면 신중의 극한이에요
[H] | 공공-세무서 | 53. 세무서 전화가 안 받아요 5월이라 바쁘시대요 5월에 세무서가 바쁜 건 매년인데 매년 인력이 부족하신 거네요
[H] | 공공-세무서 | 54. 홈택스가 직관적이래요 IT 전문가라면 5분 만에 찾을 수 있을 거예요
[H] | 공공-세무서 | 55. 경정청구했는데 6개월 걸린대요 돈을 더 냈는데 돌려받는 데 반년이면 은행 이자라도 주셔야 하는 거 아닌가요
[H] | 공공-세무서 | 56. 세금 고지서가 왔는데 금액이 이상해서 문의했더니 이의 신청하래요 잘못 보낸 건 세무서인데 증명은 제가 해야 하나요
[H] | 공공-세무서 | 57. 부가세 신고 기간에 홈택스 서버가 다운됐어요 신고 기한은 안 늘려주시고요 서버는 못 버텨도 기한은 지키라는 거죠
[H] | 공공-세무서 | 58. 세무 상담 예약이 2주 뒤래요 그때면 이미 신고 기한 지났는데 상담받고 나서 가산세 내면 되나요
[H] | 공공-세무서 | 59. 사업자등록증 발급이 3일 걸린대요 폐업은 즉시 되던데 시작은 왜 3일인가요
[H] | 공공-세무서 | 60. 국세청 앱에서 조회하라는데 앱이 2기가예요 세금 낼 때마다 폰 용량도 세금으로 내는 거네요
[H] | 공공-세무서 | 61. 양도소득세 계산이 복잡해서 문의했더니 세무사한테 가래요 세무서가 세금 계산을 외주 주시네요
[H] | 공공-세무서 | 62. 원천세 신고 누락 가산세가 본세보다 많아요 가산세가 본업이시네요
[H] | 공공-세무서 | 63. 세금 환급 계좌가 잘못 등록됐는데 변경하려면 방문하래요 온라인으로 등록은 되는데 변경은 안 되는 거 맞죠
[H] | 공공-세무서 | 64. 현금영수증 미발행 신고했더니 처리 결과를 안 알려줘요 신고는 받았는데 결과는 비밀인가요
[H] | 공공-세무서 | 65. 근로장려금 신청 조건이 까다로워요 진짜 필요한 사람은 조건에 안 맞고 조건 맞는 사람은 안 필요한 구조
[H] | 공공-세무서 | 66. 홈택스 비밀번호가 3개월마다 변경이래요 비밀번호만 기억하는 게 세금 신고보다 어려워요
[H] | 공공-세무서 | 67. 증여세 상담받으러 갔는데 세무사 추천해주시네요 공무원이 민간에 영업 넘기시는 거 깔끔하시다
[H] | 공공-세무서 | 68. 세금 고지서 재발급 요청했더니 일주일 걸린대요 고지서 한 장에 일주일이면 수작업이신가요
[H] | 공공-세무서 | 69. 폐업 신고했는데 세금 정산이 남았대요 사업은 끝났는데 세금은 끝나지 않는 거군요
[H] | 공공-세무서 | 70. 세무서 민원실에 에어컨이 안 되는데 예산 문제래요 세금은 잘 걷으시면서 에어컨 예산은 없으신 거군요
[H] | 공공-세무서 | 71. 연말정산 환급이 만원이에요 1년 동안 영수증 모은 보상이 만원이라니 시급으로 치면 최저시급 이하네요
[H] | 공공-세무서 | 72. 전자세금계산서 발급이 간편하대요 공인인증서 갱신하고 프로그램 설치하고 보안카드 입력하면 간편하게 발급 가능해요
[H] | 공공-세무서 | 73. 체납 안내 문자가 새벽에 왔어요 새벽에 세금 독촉이라니 수면의 질까지 관리해주시네요
[H] | 공공-세무서 | 74. 세무 조사 나온대요 자료 준비하래요 어떤 자료인지 안 알려주시고요 추리 능력도 보시는 건가요
[H] | 공공-세무서 | 75. 지방세 카드 납부하려는데 수수료가 있대요 세금 내는데 수수료까지 내는 이 구조가 아름답네요
[H] | 공공-건강보험연금 | 76. 건강보험료가 올랐는데 서비스는 그대로예요 보험료만 성장하는 거네요
[H] | 공공-건강보험연금 | 77. 국민연금 예상 수령액이 월 40만원이래요 30년 넣고 40만원이면 뭘 할 수 있나요 반지하 월세 낼 수 있나요
[H] | 공공-건강보험연금 | 78. 건보 자격 변경하려면 서류가 7개래요 건강보험 하나 바꾸는 건데 이민 수속 수준이네요
[H] | 공공-건강보험연금 | 79. 피부양자 등록이 안 된대요 소득이 있어서래요 소득이 100만원인데 소득 있는 사람 취급이라니
[H] | 공공-건강보험연금 | 80. 국민연금 임의가입이래요 네 의무가 아닌데 안 내면 노후가 불안하니까 자발적으로 내라는 거죠 자발적 의무
[H] | 공공-건강보험연금 | 81. 건보료 산정 기준이 바뀌어서 올랐대요 기준이 바뀔 때마다 올라가기만 하는데 내려가는 기준은 없나요
[H] | 공공-건강보험연금 | 82. 연금 수령 나이가 65세래요 65세까지 살아있어야 받는 거잖아요 건강 관리도 연금의 일부네요
[H] | 공공-건강보험연금 | 83. 건보 환급금이 있대서 신청했는데 3개월 걸린대요 제 돈인데 돌려받는 데 왜 3개월인가요
[H] | 공공-건강보험연금 | 84. 국민연금 추납 안내가 왔어요 예전에 안 낸 거 지금 내래요 이자도 붙여서요 과거의 빚을 현재의 이자로 갚으라니
[H] | 공공-건강보험연금 | 85. 건보 홈페이지가 리뉴얼됐는데 더 느려졌어요 리뉴얼의 방향이 역방향이시네요
[H] | 공공-건강보험연금 | 86. 연금 예상 수령액 조회했는데 물가 반영 안 된 금액이래요 30년 후 물가로 치면 라면 한 박스 살 수 있겠네요
[H] | 공공-건강보험연금 | 87. 건보료 이의 신청했더니 기각이래요 사유가 "관련 법령에 따라 적정"이래요 적정의 기준은 누가 정하시나요
[H] | 공공-건강보험연금 | 88. 국민연금 해지하고 싶은데 안 된대요 의무가입이래요 내 돈인데 내 마음대로 못 하는 이 자유로운 시스템
[H] | 공공-건강보험연금 | 89. 건보 직장가입자에서 지역가입자 됐는데 보험료가 두 배예요 직장 잃었는데 보험료는 늘어나는 이 따뜻한 시스템
[H] | 공공-건강보험연금 | 90. 연금 납부 예외 신청했는데 서류가 소득증빙 재산증빙 사유서래요 돈이 없다는 걸 증명하는 데도 돈이 드네요
[H] | 공공-건강보험연금 | 91. 건보 콜센터 대기가 40분이에요 건강보험 상담받으려다 혈압 올라서 건강이 나빠지겠어요
[H] | 공공-건강보험연금 | 92. 4대 보험 한꺼번에 나가는 날이 월급날이에요 월급 들어오자마자 나가는 거 보면 통장이 터널이네요
[H] | 공공-건강보험연금 | 93. 건보 앱에서 병원비 조회되는데 내역이 한 달 뒤에 뜨네요 한 달 전 기억을 되살리는 회상 서비스
[H] | 공공-건강보험연금 | 94. 국민연금 수익률이 공개됐는데 제 적금보다 낮아요 국가가 굴리는 게 이 수준이면 제가 굴리겠어요
[H] | 공공-건강보험연금 | 95. 건보료 분할 납부 신청했는데 이자가 붙대요 돈이 없어서 분할하는 건데 이자까지 내라니 친절하시네요
[H] | 공공-건강보험연금 | 96. 연금 크레딧이 있대서 알아봤는데 조건이 출산 군복무래요 출산도 하고 군대도 간 사람만 혜택이라니
[H] | 공공-건강보험연금 | 97. 건보 자격확인서 발급이 팩스로만 된대요 팩스기가 있는 시대에 살고 계시네요 부럽습니다
[H] | 공공-건강보험연금 | 98. 국민연금 납입 확인서가 필요한데 발급이 3일 걸린대요 확인서 한 장 뽑는 데 3일이면 수도승이 필사하시나요
[H] | 공공-건강보험연금 | 99. 건보료가 자동차 보유 기준으로 올랐대요 10년 된 중고차인데 보유 자체가 부유의 증거인가요
[H] | 공공-건강보험연금 | 100. 연금 반환일시금 조건이 해외이주 60세 도달이래요 돈 돌려받으려면 나라를 떠나거나 늙으라는 거네요
[H] | 공공-기타공공서비스 | 101. 우체국 택배가 3일이래서 보냈는데 일주일째예요 택배가 관광 중인가요
[H] | 공공-기타공공서비스 | 102. 정부24에서 서류 발급 받으려는데 브라우저가 IE만 된대요 IE가 뭐냐고 물어보면 안 되는 거죠 ㅋㅋ
[H] | 공공-기타공공서비스 | 103. 수도 요금이 올랐는데 이유가 "원가 상승"이래요 물값이 오를 수 있는 건 알겠는데 물이 뭔데 원가가 올라요
[H] | 공공-기타공공서비스 | 104. 전기 요금 누진제가 있어서 여름에 에어컨 틀면 요금 폭탄이에요 더우면 안 된다는 거죠 시원하면 벌금이에요
[H] | 공공-기타공공서비스 | 105. 우체국 창구가 하나인데 줄이 20명이에요 인건비 절약하시는 거 확실히 느껴져요
[H] | 공공-기타공공서비스 | 106. 정부 보조금 신청했는데 자격이 안 된대요 소득이 조금 넘어서래요 1만원 차이로 탈락이라니 경계선의 비극이네요
[H] | 공공-기타공공서비스 | 107. 가스 점검 온다면서 시간이 9시~6시 사이래요 하루 종일 집에서 기다리라는 거죠 가택연금이에요
[H] | 공공-기타공공서비스 | 108. 민원24 앱이 업데이트되면서 로그인이 풀렸는데 재로그인이 안 돼요 업데이트가 아니라 초기화네요
[H] | 공공-기타공공서비스 | 109. 우체국 등기 추적이 "배달 중"인데 3일째예요 배달 중이 걷고 계신 건가요
[H] | 공공-기타공공서비스 | 110. 전기 검침이 잘못된 것 같아서 이의 제기했는데 재검침 비용이 있대요 잘못 측정한 건 전력사인데 비용은 제가 내는 거군요
[H] | 공공-기타공공서비스 | 111. 수도 계량기가 고장난 것 같은데 확인하러 오는 게 2주 뒤래요 2주 동안 잘못된 요금 내라는 거네요
[H] | 공공-기타공공서비스 | 112. 공공 와이파이가 느려서 유튜브가 안 돌아가요 공공의 속도를 체험하는 거네요
[H] | 공공-기타공공서비스 | 113. 전기차 충전소가 지도에 있는데 가니까 고장이에요 지도상으로만 존재하는 충전소네요
[H] | 공공-기타공공서비스 | 114. 도서관 예약 시스템이 있대서 예약했는데 대기가 300번이에요 책 한 권 빌리는 데 6개월이면 사는 게 빠르겠네요
[H] | 공공-기타공공서비스 | 115. 쓰레기봉투가 리터당 500원이에요 쓰레기 버리는 것도 프리미엄 서비스네요
[H] | 공공-기타공공서비스 | 116. 우체국 보험 상담 전화가 매주 와요 우편은 안 가져오시면서 보험 전화는 꼬박꼬박 오시네요
[H] | 공공-기타공공서비스 | 117. 주민자치센터 프로그램 신청했는데 추첨이래요 운도 스펙인 시대네요
[H] | 공공-기타공공서비스 | 118. 110 전화하면 바로 연결돼요 2시간 후에요 바로의 의미가 상대적이시네요
[H] | 공공-기타공공서비스 | 119. 전자민원 발급받았는데 출력해서 가져오래요 전자인데 종이로 내라니 전자의 의미가 뭐예요
[H] | 공공-기타공공서비스 | 120. 무인민원발급기가 동전만 되는데 동전이 없어요 옆에 환전기도 없고요 현금 사회의 유산이네요
[H] | 공공-기타공공서비스 | 121. 재활용 분리배출 기준이 바뀌었대요 어디에도 새 기준이 안 적혀있는데 텔레파시로 알아야 하나요
[H] | 공공-기타공공서비스 | 122. 우편함에 등기가 있다는 안내장이 왔는데 수령 기한이 어제까지래요 안내를 어제 받았는데 기한도 어제라니
[H] | 공공-기타공공서비스 | 123. 고속도로 하이패스가 인식이 안 돼서 통행료 미납됐는데 가산금이 붙었어요 기계 고장인데 제 돈이 나가네요
[H] | 공공-기타공공서비스 | 124. 공영주차장 요금이 10분당 500원이에요 1시간이면 3천원인데 그냥 민간 주차장이랑 뭐가 달라요 공영의 의미가
[H] | 공공-기타공공서비스 | 125. 공공 체육시설 예약이 매월 1일 오전 9시래요 9시 1분에 접속하면 이미 매진이에요 봇이 시민인가요
[H] | 공공-시청구청 | 126. 민원 접수 확인 문자가 왔어요 접수번호가 적혀있는데 조회하면 "해당 없음"이래요 접수는 됐는데 시스템에는 없는 유령 민원
[H] | 공공-시청구청 | 127. 공무원분이 "규정상 안 됩니다"만 반복하시네요 규정이 만능 방패인가 봐요
[H] | 공공-시청구청 | 128. 출생신고 하러 갔는데 출생증명서가 필요하대요 출생 증명하러 왔는데 증명서를 가져오래요 순환참조네요
[H] | 공공-시청구청 | 129. 복지 혜택 안내가 왔는데 신청 기간이 이미 지났어요 안내를 보냈으니 할 일은 하신 거죠
[H] | 공공-시청구청 | 130. 등기부등본 온라인 발급이 간편하대요 공인인증서에 ActiveX에 보안프로그램 3개 깔면 간편하게 가능해요
[H] | 공공-세무서 | 131. 세금 포인트가 쌓여있대서 확인했더니 420포인트예요 5년 동안 모은 게 420원어치라니 감사합니다
[H] | 공공-세무서 | 132. 홈택스에서 증명서 발급했는데 프린터가 안 돼서 세무서 갔더니 홈택스에서 하래요 어디서든 환영받지 못하네요
[H] | 공공-세무서 | 133. 세무 조사 예고 통지가 왔는데 준비 기간이 2주래요 3년치 서류를 2주에 정리하라니 시간관리의 달인이 되라는 거죠
[H] | 공공-세무서 | 134. 사업자등록 정정하려는데 온라인으로 안 되는 항목이 있대요 전부 온라인으로 안 되는 게 아니라 일부만 되는 거네요
[H] | 공공-세무서 | 135. 세금 신고 기한이 5월 31일인데 홈택스가 5월 30일에 다운돼요 매년 놀라시는 거 보면 학습이 안 되시는 건지
[H] | 공공-건강보험연금 | 136. 건보 자격 변경 신청했는데 처리가 한 달 걸린대요 한 달 동안 자격 미정으로 살라는 거네요 중간지대의 삶
[H] | 공공-건강보험연금 | 137. 연금 수급 연기하면 가산금 줄어든다면서요 네 그동안 제가 살아있어야 하는 전제 조건이 있죠
[H] | 공공-건강보험연금 | 138. 건보 실손 청구 간소화됐대요 병원에서 직접 보내줄 수 있대요 근데 병원이 안 해줘요 간소화는 시스템만 된 거네요
[H] | 공공-건강보험연금 | 139. 4대보험 완납증명서 발급이 급한데 3일 걸린대요 완납한 증거가 3일 만에 나오는 거면 미납보다 느리네요
[H] | 공공-건강보험연금 | 140. 건보 피부양자 탈락됐는데 알림이 보험료 고지서로 왔어요 탈락 통보가 청구서 형태라니 효율적이시네요
[H] | 공공-기타공공서비스 | 141. 민원 처리 만족도 조사 전화가 왔는데 불만족이라고 했더니 "감사합니다" 하시네요 불만족에도 감사하시는 거 대인배시다
[H] | 공공-기타공공서비스 | 142. 공공기관 채용 공고에 "성별 무관"이래요 근데 자격 조건이 군필이래요 성별 무관하면서 군필이면 뭐가 무관한 건가요
[H] | 공공-기타공공서비스 | 143. 버스 노선 변경 안내가 변경 당일에 왔어요 어제까지의 노선으로 출근한 저는 어떡하나요
[H] | 공공-기타공공서비스 | 144. 주민 참여 예산 제안했는데 "예산 부족으로 불가"래요 예산을 시민이 제안하래놓고 예산이 없으면 왜 제안받으신 건가요
[H] | 공공-기타공공서비스 | 145. 공중전화가 고장났는데 수리 접수할 곳이 없어요 공중전화가 멸종 위기종이라 관리 안 하시는 건가요
[H] | 공공-기타공공서비스 | 146. 에너지 바우처 신청 조건이 기초생활수급자래요 진짜 추운 사람만 지원 받을 수 있는 거죠 그 외에는 알아서 버티라는
[H] | 공공-기타공공서비스 | 147. 공공 자전거 반납대가 꽉 차서 반납을 못 해요 다른 곳까지 타고 가래요 반납하려고 추가로 타야 하는 거네요
[H] | 공공-기타공공서비스 | 148. 국민 신문고 답변이 왔는데 "관련 부서에 전달하겠습니다"래요 전달은 하시는데 결과는 모르시는 거 맞죠
[H] | 공공-기타공공서비스 | 149. 공공 수영장 이용료가 올랐는데 샤워실 온수는 안 나와요 요금은 올리고 온수는 내리시네요
[H] | 공공-기타공공서비스 | 150. 전자정부 앱이 10개나 돼요 민원 하나에 앱 하나씩이면 폰 용량이 정부 전용이네요
[H] | 공공-시청구청 | 151. 친절 교육 받으셨다면서요? ㅋㅋ 교육 효과가 아직 안 나타나신 거죠 잠복기가 있나 봐요
[H] | 공공-시청구청 | 152. 서류 접수했는데 보완하래요 어디가 부족한지 안 알려주시고요 다시 가면 또 다른 곳이 부족하대요 레벨업 시스템이네요
[H] | 공공-시청구청 | 153. 주말 민원실이 열렸대서 갔는데 발급만 돼요 상담은 평일에 오래요 주말 민원실의 절반만 오픈한 거네요
[H] | 공공-시청구청 | 154. 온라인 주민등록 열람 제한 신청했는데 처리 완료 문자가 안 와요 전화하니까 처리됐대요 알려주시면 안 되나요
[H] | 공공-시청구청 | 155. 세대분리 신청했는데 확인서류가 동의서 임대차계약서 주민등록등본 신분증이래요 같은 집에 사는데 이 서류를 다 모으라니
[H] | 공공-세무서 | 156. 현금영수증 발급 내역 조회가 3개월 전까지만 돼요 그 전 건 직접 가게에 문의하래요 제가 탐정인 줄 아시나요
[H] | 공공-세무서 | 157. 사업장 현황 신고 안내문이 왔는데 양식이 A4 4장이에요 신고보다 양식 작성이 더 어려워요
[H] | 공공-세무서 | 158. 증여세 신고 기한이 3개월인데 상담 예약이 4개월 뒤래요 기한 내에 상담도 못 받는 시스템 완벽하네요
[H] | 공공-세무서 | 159. 세금 분납 신청했는데 이자가 연 9%래요 은행 대출 받아서 세금 내는 게 이자가 싸네요 국세청이 더 비싸다
[H] | 공공-세무서 | 160. 원천징수영수증 재발급 요청했는데 회사에서 받으래요 퇴사한 회사인데요 전 직장에 가서 받으라는 거 맞나요
[H] | 공공-건강보험연금 | 161. 장기요양등급 판정이 3개월 걸린대요 요양이 필요해서 신청한 건데 3개월 동안은 알아서 버티라는 거죠
[H] | 공공-건강보험연금 | 162. 건보료 조정 신청 기각됐는데 이의 신청하려면 90일 내래요 기각 통지가 85일째 도착했어요 5일 주시다니 감사
[H] | 공공-건강보험연금 | 163. 국민연금 가입 기간 확인하려는데 앱에서 안 돼요 방문하래요 확인 하나에 반차를 쓰라는 거네요
[H] | 공공-건강보험연금 | 164. 건보 해외 여행자 보험이 있대서 신청했는데 보장이 최소한이래요 최소한의 안전을 드리는 최소한의 보험
[H] | 공공-건강보험연금 | 165. 연금 크레딧 신청 서류가 출생증명서 주민등록등본 가족관계증명서래요 아이 낳은 거 증명하는 데 서류 3개라니
[H] | 공공-기타공공서비스 | 166. 전동킥보드 과태료가 왔는데 제 꺼 아닌데요 명의가 잘못됐대요 정정하려면 경찰서 가래요 과태료는 바로 오고 정정은 직접 하래요
[H] | 공공-기타공공서비스 | 167. 아파트 관리비에 항목이 20개예요 뭘 내는지 이해하려면 회계학 전공이 필요하네요
[H] | 공공-기타공공서비스 | 168. 국립공원 예약이 새벽 6시에 열리는데 6시 1분에 매진이에요 알람 맞춰놨는데 손이 느린 게 죄네요
[H] | 공공-기타공공서비스 | 169. 도서관 연체료가 하루에 100원이래요 벌금으로 책 사라는 건 아니겠죠
[H] | 공공-기타공공서비스 | 170. 공공 와이파이 접속하려면 인증이 필요한데 인증하려면 인터넷이 필요해요 닭이 먼저냐 달걀이 먼저냐
[H] | 공공-기타공공서비스 | 171. 쓰레기 무단투기 신고했는데 CCTV가 없는 구간이래요 CCTV 없는 데서만 버리라는 공식 안내인가요
[H] | 공공-기타공공서비스 | 172. 공영 자전거 고장 신고했는데 "확인하겠습니다" 한 달째 그대로예요 확인만 하고 수리는 안 하시는 거네요
[H] | 공공-기타공공서비스 | 173. 주정차 단속 알림 서비스 신청했는데 알림이 단속 후에 와요 단속 전에 알려줘야 의미가 있는 거 아닌가요
[H] | 공공-기타공공서비스 | 174. 재난 안전 문자가 새벽 3시에 울렸어요 재난보다 문자 소리에 더 놀랐어요 심장이 재난이에요
[H] | 공공-기타공공서비스 | 175. 공공 미술관 무료 입장인데 주차비가 만원이에요 무료의 대가가 주차비인 거죠
[H] | 공공-시청구청 | 176. 청원 답변이 왔는데 "관계 부처와 협의하겠습니다"래요 협의는 하시는데 결과는 영원히 모르는 거죠
[H] | 공공-시청구청 | 177. 공무원분이 "전산에 없네요" 하시는데 방금 제가 제출한 건데요 전산이 블랙홀인가요
[H] | 공공-시청구청 | 178. 장애인 주차 구역 불법주차 신고했는데 단속반이 퇴근이래요 불법주차는 근무 시간에만 하라는 건가요
[H] | 공공-시청구청 | 179. 구청 민원 게시판에 글 남겼더니 "담당자에게 전달하겠습니다" 담당자가 읽으시는 건 맞겠죠?
[H] | 공공-시청구청 | 180. 건축 신고 반려됐는데 사유가 "서류 미비"래요 어떤 서류가 미비인지 안 적혀있어요 맞춰보라는 거예요?
[H] | 공공-세무서 | 181. 전자신고 세액공제가 2만원이래요 전자신고 하려고 프로그램 설치하는 데 2시간 걸렸는데 시급 만원이네요
[H] | 공공-세무서 | 182. 간이과세자 기준이 바뀌었대요 알림은 안 주시고 과세 통지서로 알려주시는 센스
[H] | 공공-세무서 | 183. 세금 납부 확인서 발급이 즉시래요 홈택스 로그인 성공하면 즉시인데 로그인이 30분 걸려요
[H] | 공공-세무서 | 184. 부동산 양도세 문의했더니 복잡해서 세무사한테 가래요 세무서에서 세금 설명 못 해주시는 거 참 효율적이시다
[H] | 공공-세무서 | 185. 전자세금계산서 수정 발급 기한이 지났대요 알림이 안 와서 몰랐는데 모르는 건 제 잘못이래요 네 알아서 챙기라는 거죠
[H] | 공공-건강보험연금 | 186. 건보 치과 보장이 확대됐대요 네 스케일링 연 1회요 스케일링 한 번으로 치아 건강 지키라는 거죠
[H] | 공공-건강보험연금 | 187. 국민연금 수급 개시 연령이 올라가는 거 알고 있어요 제 때쯤이면 70세겠네요 그때까지 건강해야 하는 동기부여
[H] | 공공-건강보험연금 | 188. 건보 해외 사용분 환급이 있대서 신청했는데 서류가 진료비영수증 원본 여권사본 통장사본이래요 해외에서 영수증 챙기느라 관광 못 하겠어요
[H] | 공공-건강보험연금 | 189. 연금 예상액이 매년 바뀌어요 줄어드는 방향으로만요 기대치 관리를 하시는 건가요
[H] | 공공-건강보험연금 | 190. 건보 장기요양 인정 조사가 집에 온대요 일정이 평일 오전이래요 직장인은 요양 자격이 없나 봐요
[H] | 공공-기타공공서비스 | 191. 정부 앱 통합하겠대요 새 앱 만드는 거래요 통합이 아니라 하나 더 추가하는 거잖아요
[H] | 공공-기타공공서비스 | 192. 민원 처리 기한이 법정 14일인데 13일째 "처리 중"이래요 기한 맞추기 위해 14일째 처리하실 거죠 효율적이시다
[H] | 공공-기타공공서비스 | 193. 공공 캠핑장 예약이 3개월 전부터래요 3개월 후 날씨를 예측하라는 건가요 기상청보다 먼저 알아야 하네요
[H] | 공공-기타공공서비스 | 194. 버스 정보 앱에 3분 후 도착이래요 10분째 기다리는데 3분이 7분이 되는 시공간 왜곡이에요
[H] | 공공-기타공공서비스 | 195. 무료 법률 상담이 있대서 신청했는데 대기가 2개월이래요 2개월이면 소송이 끝나있을 수도 있는데
[H] | 공공-기타공공서비스 | 196. 전기차 보조금 신청했는데 선착순 마감이래요 예산이 있을 때만 친환경인 거죠
[H] | 공공-기타공공서비스 | 197. 공공데이터 포털에서 데이터 다운받으려는데 형식이 HWP래요 공공데이터의 공공성이 한글 유저 전용이네요
[H] | 공공-기타공공서비스 | 198. 국민제안 했는데 "검토 후 반영하겠습니다" 2년 전에도 같은 답변 받았어요 검토가 2년째시네요
[H] | 공공-기타공공서비스 | 199. 교통카드 환불하려면 역무실 가래요 카드 충전은 기계로 되는데 환불은 사람이 해야 하는 거 맞죠
[H] | 공공-기타공공서비스 | 200. 정부 홈페이지 접근성이 좋아졌대요 네 로딩이 30초에서 20초로 줄었으니까요 10초의 혁신이에요
[H] | 의료-병원진료 | 1. 3시간 기다려서 3분 진료 가성비 최고네요
[H] | 의료-병원진료 | 2. 예약이 한 달 후라니 그때까지 아프고 있을게요 감사합니다
[H] | 의료-병원진료 | 3. 의사 선생님이 설명을 너무 자세히 해주셔서 하나도 모르겠어요
[H] | 의료-병원진료 | 4. 접수하고 2시간 기다렸는데 순서 지났대요 호명을 못 들은 제 잘못이죠 네네
[H] | 의료-병원진료 | 5. 진료비 안내가 투명해요 고지서 받고 놀라는 재미가 있어요
[H] | 의료-병원진료 | 6. 예약 시간이 2시인데 진료는 4시에 시작됐어요 예약이 대기 시작 시간이었나 봐요
[H] | 의료-병원진료 | 7. 의사 선생님이 "별거 아니에요"라고 하시는데 진료비는 별거네요 ㅋㅋ
[H] | 의료-병원진료 | 8. CT 한 번에 20만원이면 사진관보다 싸네요 몸속 사진이니까 프리미엄 포토인가
[H] | 의료-병원진료 | 9. 대학병원 주차장이 만차라 30분 돌았어요 병원 가기 전에 스트레스 충전하고 가라는 거죠
[H] | 의료-병원진료 | 10. 진료 의뢰서 떼러 동네 병원 갔는데 동네 병원도 예약이 2주 뒤래요 의뢰서 받는 것도 레벨이 있네요
[H] | 의료-병원진료 | 11. MRI 찍는 데 30분 누워있으래요 움직이면 안 된대요 고문 체험인가요
[H] | 의료-병원진료 | 12. 진료 결과를 전화로 알려준대요 일주일 뒤에요 일주일 동안 불안하게 기다리는 것도 치료의 일부인가요
[H] | 의료-병원진료 | 13. 의사 선생님이 컴퓨터만 보시네요 제 얼굴은 한 번도 안 보셨어요 모니터에 제 병이 있나 봐요
